,Title,Authors,Journal,Year,Link Abstract,Link HTML,Link PDF
176,Spin-Hall effect and circular birefringence of a uniaxial crystal plate,"Bliokh, Konstantin Y.; Samlan, C. T.; Prajapati, Chandravati; Puentes, Graciana; Viswanathan, Nirmal K.; Nori, Franco",Optica 3(10) 1039-1047 ,2016,https://www.osapublishing.org/optica/abstract.cfm?uri=optica-3-10-1039&origin=search,https://www.osapublishing.org/optica/viewmedia.cfm?URI=optica-3-10-1039&seq=0&html=true&origin=search,https://www.osapublishing.org/optica/viewmedia.cfm?URI=optica-3-10-1039&seq=0&origin=search
177,Tunable Fano resonances of a graphene/waveguide hybrid structure at mid-infrared wavelength,"Guo, Jun; Jiang, Leyong; Dai, Xiaoyu; Xiang, Yuanjiang",Optics Express 24(5) 4740-4748 ,2016,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-24-5-4740&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-5-4740&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-5-4740&seq=0&origin=search
178,Optical-assembly periodic structure of ferrofluids in a liquid core/metal cladding optical waveguide,"Wang, Xianping; Yin, Cheng; Sun, Jingjing; Han, Qingbang; Li, Honggen; Sang, Minghuang; Yuan, Wen; Cao, Zhuangqi",Applied Optics 52(31) 7549-7553 ,2013,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-52-31-7549&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-52-31-7549&seq=0&html=true&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-52-31-7549&seq=0&origin=search
179,Lateral Displacement of Optical Beams at Multilayered and Periodic Structures,"Tamir, T.; Bertoni, H. L.",Journal of the Optical Society of America 61(10) 1397-1413 ,1971,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-61-10-1397&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-61-10-1397&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-61-10-1397&seq=0&origin=search
180,Optical Properties of a Tilted Polarizer and Geometric Spin Hall Effect of Light,"Korger, Jan; Aiello, Andrea; Gabriel, Christian; Banzer, Peter; Kolb, Tobias; Marquardt, Christoph; Leuchs, Gerd","European Quantum Electronics Conference, Paper# EE_P5 ",2011,https://www.osapublishing.org/abstract.cfm?uri=eqec-2011-EE_P5&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=eqec-2011-EE_P5&seq=0&origin=search
181,Measuring optical tunneling times using a Hong-Ou-Mandel interferometer,"Papoular, D. J.; Cladé, P.; Polyakov, S. V.; McCormick, C. F.; Migdall, A. L.; Lett, P. D.",Optics Express 16(20) 16005-16012 ,2008,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-16-20-16005&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-16-20-16005&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-16-20-16005&seq=0&origin=search
182,Lateral Displacement of a Light Beam at a Dielectric Interface,"Horowitz, B. R.; Tamir, T.",Journal of the Optical Society of America 61(5) 586-594 ,1971,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-61-5-586&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-61-5-586&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-61-5-586&seq=0&origin=search
183,Beam displacement of a reflected beam at an interface between an inhomogeneous medium and free space,"Kozaki, S.; Harada, H.",Journal of the Optical Society of America 68(11) 1592-1596 ,1978,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-68-11-1592&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-68-11-1592&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-68-11-1592&seq=0&origin=search
184,Propagation behavior of incoherent beams in one-dimensional photonic crystals,"Ding, Fei-Na; Chen, Yuan-Yuan; Shi, Jie-Long",Journal of the Optical Society of America A 27(3) 422-425 ,2010,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-27-3-422&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-27-3-422&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-27-3-422&seq=0&origin=search
185,Experimental observation of the Imbert–Fedorov transverse displacement after a single total reflection,"Pillon, Frank; Gilles, Hervé; Girard, Sylvain",Applied Optics 43(9) 1863-1869 ,2004,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-43-9-1863&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-43-9-1863&seq=0&html=true&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-43-9-1863&seq=0&origin=search
186,Fast analysis method for polarization-dependent performance of a concave diffraction grating with total-internal-reflection facets,"Song, Jun; He, Jian-Jun; He, Sailing",Journal of the Optical Society of America A 22(9) 1947-1951 ,2005,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-22-9-1947&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-22-9-1947&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-22-9-1947&seq=0&origin=search
187,Ray picture for prism–film coupling,"Hoekstra, H. J. W. M.; van’t Spijker, J. C.; Klein Koerkamp, H. M. M.",Journal of the Optical Society of America A 10(10) 2226-2230 ,1993,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-10-10-2226&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-10-10-2226&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-10-10-2226&seq=0&origin=search
188,Trajectory in the optical wave,"Nishiyama, Yoshio",Journal of the Optical Society of America A 12(6) 1390-1397 ,1995,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-12-6-1390&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-12-6-1390&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-12-6-1390&seq=0&origin=search
189,Propagation of nonparaxial partially coherent fields across interfaces using generalized radiometry,"Petruccelli, Jonathan C.; Alonso, Miguel A.",Journal of the Optical Society of America A 26(9) 2012-2022 ,2009,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-26-9-2012&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-26-9-2012&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-26-9-2012&seq=0&origin=search
190,Negative refraction and reflection of Gaussian beam on two-dimensional photonic crystal slab,"Fang, Yuntuan; Liu, Yuzhen; Shen, Tinggen",Chinese Optics Letters 4(4) 230-233 ,2006,https://www.osapublishing.org//col/abstract.cfm?uri=col-4-4-230&origin=search,,https://www.osapublishing.org//col/viewmedia.cfm?URI=col-4-4-230&seq=0&origin=search
